date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:32:27	68875/68875	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-10d0b%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfont.eot?	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfontd41d.eot	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:28	10791/10791	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-2a27%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfont.eot	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfont.eot	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:28	64464/64464	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-fbd0%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfont.woff2?v=4.4.0	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfont93e3.woff2	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:29	10791/10791	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-2a27%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfont.eot?	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfontd41d.eot	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:30	2371/2371	---MCZ	200	added ('OK')	application/json	date:Fri,%2022%20Jan%202016%2015:02:11%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fservices%2F	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed0790.json	(from http://lambda.oxygenna.com/creative/services/)
20:32:30	1162/1162	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Oct%202014%2014:16:20%20GMT	http://lambda.oxygenna.com/creative/services/feed/	D:/website/digiXinfo/lambda.oxygenna.com/creative/services/feed/index.html	(from http://lambda.oxygenna.com/creative/services/)
20:32:30	81284/81284	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-13d84%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfont.woff?v=4.4.0	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/fontawesome-webfont93e3.woff	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:12%20GMT	http://lambda.oxygenna.com/creative/?p=87	D:/website/digiXinfo/lambda.oxygenna.com/creative/index5d38.html	(from http://lambda.oxygenna.com/creative/services/)
20:32:31	28532/28532	---M--	200	added ('OK')	application/octet-stream	etag:%225697adf0-6f74%22	http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfont.ttf	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/fonts/feather-webfont.ttf	(from http://lambda.oxygenna.com/creative/wp-content/themes/lambda/assets/css/theme.min.css?ver=4.4.1)
20:32:31	2895/2895	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20Jan%202016%2015:02:12%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fservices%2F&format=xml	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embedbe52	(from http://lambda.oxygenna.com/creative/services/)
20:32:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:12%20GMT	http://lambda.oxygenna.com/creative/services/'http://lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg.jpg'	D:/website/digiXinfo/lambda.oxygenna.com/creative/services/'http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg.jpg'	(from http://lambda.oxygenna.com/creative/services/)
20:32:31	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Jan%202016%2015:02:13%20GMT	http://lambda.oxygenna.com/creative/services/http:/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg.jpg	D:/website/digiXinfo/lambda.oxygenna.com/creative/services/http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg.jpg	(from http://lambda.oxygenna.com/creative/services/)
20:32:32	13604/13604	---M--	200	added ('OK')	image/png	etag:%22544a14b4-3524%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/customisation-512-2hite.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/customisation-512-2hite.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:32	48715/48715	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/our-services/easy-to-customise/	D:/website/digiXinfo/lambda.oxygenna.com/creative/our-services/easy-to-customise/index.html	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	48701/48701	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/our-services/commerce-ready/	D:/website/digiXinfo/lambda.oxygenna.com/creative/our-services/commerce-ready/index.html	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:14%20GMT	http://lambda.oxygenna.com/creative/services/'http://lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	D:/website/digiXinfo/lambda.oxygenna.com/creative/services/'http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	6018/6018	---M--	200	added ('OK')	image/png	etag:%22544a14b4-1782%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/eshop-512-white.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/eshop-512-white.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	5083/5083	---M--	200	added ('OK')	image/png	etag:%22544a14b4-13db%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/development-512-white.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/development-512-white.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Jan%202016%2015:02:14%20GMT	http://lambda.oxygenna.com/creative/services/http:/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	D:/website/digiXinfo/lambda.oxygenna.com/creative/services/http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	(from http://lambda.oxygenna.com/creative/services/)
20:32:33	48576/48576	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/our-services/page-composer/	D:/website/digiXinfo/lambda.oxygenna.com/creative/our-services/page-composer/index.html	(from http://lambda.oxygenna.com/creative/services/)
20:32:34	9929/9929	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d0-26c9%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team16-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team16-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/services/)
20:32:34	7397/7397	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d6-1ce5%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team05-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team05-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/services/)
20:32:35	8461/8461	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d7-210d%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team02-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team02-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/services/)
20:32:36	14409/14409	---M--	200	added ('OK')	image/png	etag:%22544a14c2-3849%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client1.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client1.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:36	8481/8481	---M--	200	added ('OK')	image/png	etag:%22544a14bf-2121%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client5.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client5.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:37	11348/11348	---M--	200	added ('OK')	image/png	etag:%22544a14bf-2c54%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client4.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client4.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:37	14535/14535	---M--	200	added ('OK')	image/png	etag:%22544a14c1-38c7%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client2.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client2.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:39	17812/17812	---M--	200	added ('OK')	image/png	etag:%22544a14be-4594%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client3.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client3.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:39	57720/57720	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/services-alt/	D:/website/digiXinfo/lambda.oxygenna.com/creative/services-alt/index.html	(from http://lambda.oxygenna.com/creative/)
20:32:39	20600/20600	---M--	200	added ('OK')	image/png	etag:%22544a14bd-5078%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client7.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client7.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:21%20GMT	http://lambda.oxygenna.com/creative/?p=118	D:/website/digiXinfo/lambda.oxygenna.com/creative/indexdb4e.html	(from http://lambda.oxygenna.com/creative/our-services/made-for-the-web/)
20:32:40	19445/19445	---M--	200	added ('OK')	image/png	etag:%22544a14bd-4bf5%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client6.png	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/client6.png	(from http://lambda.oxygenna.com/creative/services/)
20:32:40	2593/2593	---MCZ	200	added ('OK')	application/json	date:Fri,%2022%20Jan%202016%2015:02:21%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Four-services%2Fmade-for-the-web%2F	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embede87a.json	(from http://lambda.oxygenna.com/creative/our-services/made-for-the-web/)
20:32:40	3150/3150	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20Jan%202016%2015:02:21%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Four-services%2Fmade-for-the-web%2F&format=xml	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed671b	(from http://lambda.oxygenna.com/creative/our-services/made-for-the-web/)
20:32:41	2371/2371	---MCZ	200	added ('OK')	application/json	date:Fri,%2022%20Jan%202016%2015:02:22%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fabout-us%2F	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed459c.json	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:41	1162/1162	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Oct%202014%2014:16:20%20GMT	http://lambda.oxygenna.com/creative/about-us/feed/	D:/website/digiXinfo/lambda.oxygenna.com/creative/about-us/feed/index.html	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:23%20GMT	http://lambda.oxygenna.com/creative/?p=83	D:/website/digiXinfo/lambda.oxygenna.com/creative/index55e4.html	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:42	2895/2895	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20Jan%202016%2015:02:23%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fabout-us%2F&format=xml	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embedbcbe	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:23%20GMT	http://lambda.oxygenna.com/creative/about-us/'http://lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/p03.jpg'	D:/website/digiXinfo/lambda.oxygenna.com/creative/about-us/'http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/p03.jpg'	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:42	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Jan%202016%2015:02:23%20GMT	http://lambda.oxygenna.com/creative/about-us/http:/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/p03.jpg	D:/website/digiXinfo/lambda.oxygenna.com/creative/about-us/http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/p03.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:43	35861/35861	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d4-8c15%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team09-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team09-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:49	36918/36918	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d4-9036%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team10-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team10-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:50	34146/34146	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d3-8562%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team11-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team11-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:51	42041/42041	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d3-a439%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team13-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team13-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:52	45886/45886	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d2-b33e%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team12-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team12-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:55	31798/31798	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d1-7c36%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team15-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team15-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:55	37921/37921	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d2-9421%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team14-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team14-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:56	6658/6658	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d1-1a02%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team15-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team15-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:57	7686/7686	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d3-1e06%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team13-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team13-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:57	6730/6730	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d3-1a4a%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team11-notinclude-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team11-notinclude-150x150.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:58	2391/2391	---MCZ	200	added ('OK')	application/json	date:Fri,%2022%20Jan%202016%2015:02:39%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fright-sidebar%2F	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed40cd.json	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:32:58	1172/1172	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Oct%202014%2014:16:20%20GMT	http://lambda.oxygenna.com/creative/right-sidebar/feed/	D:/website/digiXinfo/lambda.oxygenna.com/creative/right-sidebar/feed/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:32:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:40%20GMT	http://lambda.oxygenna.com/creative/?p=79	D:/website/digiXinfo/lambda.oxygenna.com/creative/index6ffe.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:32:59	59749/59749	---M--	200	added ('OK')	image/jpeg	etag:%22544a14d0-e965%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team16-notinclude.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/team16-notinclude.jpg	(from http://lambda.oxygenna.com/creative/about-us/)
20:32:59	2915/2915	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20Jan%202016%2015:02:40%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fright-sidebar%2F&format=xml	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed4f13	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:32:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:40%20GMT	http://lambda.oxygenna.com/creative/right-sidebar/'http://lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	D:/website/digiXinfo/lambda.oxygenna.com/creative/right-sidebar/'http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:32:59	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Jan%202016%2015:02:41%20GMT	http://lambda.oxygenna.com/creative/right-sidebar/http:/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	D:/website/digiXinfo/lambda.oxygenna.com/creative/right-sidebar/http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:03	12092/12092	---M--	200	added ('OK')	image/jpeg	etag:%22544a14b9-2f3c%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p09-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p09-150x150.jpg	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:04	37498/37498	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/2014/09/25/shocking-information-about-alcohol-exposed/	D:/website/digiXinfo/lambda.oxygenna.com/creative/2014/09/25/shocking-information-about-alcohol-exposed/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:06	10083/10083	---M--	200	added ('OK')	image/jpeg	etag:%22544a14ba-2763%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p021-150x150.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p021-150x150.jpg	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:08	49741/49741	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/2014/09/25/the-ugly-side-of-the-moon/	D:/website/digiXinfo/lambda.oxygenna.com/creative/2014/09/25/the-ugly-side-of-the-moon/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:09	36516/36516	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/assault/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/assault/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:10	44387/44387	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/billionaire/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/billionaire/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:11	2387/2387	---MCZ	200	added ('OK')	application/json	date:Fri,%2022%20Jan%202016%2015:02:52%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fleft-sidebar%2F	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embedff9e.json	(from http://lambda.oxygenna.com/creative/left-sidebar/)
20:33:12	39985/39985	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/butcher/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/butcher/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:13	2911/2911	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20Jan%202016%2015:02:53%20GMT	http://lambda.oxygenna.com/creative/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flambda.oxygenna.com%2Fcreative%2Fleft-sidebar%2F&format=xml	D:/website/digiXinfo/lambda.oxygenna.com/creative/wp-json/oembed/1.0/embede12c	(from http://lambda.oxygenna.com/creative/left-sidebar/)
20:33:14	36261/36261	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/chimpanzee/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/chimpanzee/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jan%202016%2015:02:56%20GMT	http://lambda.oxygenna.com/creative/left-sidebar/'http://lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	D:/website/digiXinfo/lambda.oxygenna.com/creative/left-sidebar/'http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg'	(from http://lambda.oxygenna.com/creative/left-sidebar/)
20:33:15	36256/36256	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/commandment/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/commandment/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:16	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Jan%202016%2015:02:57%20GMT	http://lambda.oxygenna.com/creative/left-sidebar/http:/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	D:/website/digiXinfo/lambda.oxygenna.com/creative/left-sidebar/http_/lambda.oxygenna.com/creative/wp-content/uploads/sites/8/2014/10/services-bg-2.jpg	(from http://lambda.oxygenna.com/creative/left-sidebar/)
20:33:17	62453/62453	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://lambda.oxygenna.com/creative/tag/discovery/	D:/website/digiXinfo/lambda.oxygenna.com/creative/tag/discovery/index.html	(from http://lambda.oxygenna.com/creative/right-sidebar/)
20:33:18	109124/109124	---M--	200	added ('OK')	image/jpeg	etag:%22544a14b9-1aa44%22	http://d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p111.jpg	D:/website/digiXinfo/d169hzb81ub7u3.cloudfront.net/creative/wp-content/uploads/sites/8/2014/10/p111.jpg	(from http://lambda.oxygenna.com/creative/right-sidebar/)
